file,artist,title,lyrics
With the MJQ (MJQ = Modern Jazz Quartet)
That sped our prides into sophisticate funkiness
Meanwhile, Sonny Rollins was building a bridge
For us to leave behind our grief
For the soulful relief
To find our own black minds
To tune in on Bud Powell
Who played the piano with funky hands
As he filled the seats and made 'em stand
On funky nights down Birdland (jazz club in NYC)
Then the Mighty Hawk made his horn talk (Coleman Hawkins)
And we heard Baby Ray play What'd I say
And jammed the set to dig Ornette
As Art Blakey broke free
Spreadin' the message to you and me
To dig on the trumpet of KD (KD = Kenny Dorham)
As we broadened our range
And counted our change with Basie
As Earl Fatha Hines blew our minds
And we grew fonder of Errol Garner
As Eddie Harris bent our ear talkin' bout Listen Here
And Eric Dolphy made his stand
With a side called Ironman
And Gene Ammons told his soul
And we mined Horace's Silver
That bought funky gold
Then Oscar Brown and Joe Williams got down
And we spun around, spun around, spun around, spun around, spun around
Spun around, spun around, spun around, spun around, spun around
Spun around, spun around, spun around, spun around
And dug Clifford Brown
Wowin' a sweet funky sound of soul
With a rhythm of gold
And along, and along, and along, and along, and along, and along, and along
And along, and along, and along, and along, and along, and along
And along, and along, and along, and along
Came 'trane!
Who blew away all the pain, all the pain, all the pain, all the pain, all the pain
All the pain, all the pain, all the pain, all the pain, all the pain
In the name of all the Black People on the Planet Earth
And all the stars in the cosmic universe!
As Brother 'trane blew to the East
To destroy the beast
And bring back Peace to Black People!
And everybody heard the majestic word of trane's horn
Telling us of a Love Supreme for Black People
That grew strong, and on, and on, and on, and on, and on, and on
And on, and on, and on, and on, and on, and on, and on, and on
And on, and on, and on, and on, and on, and on, and on
From the soul, from the heart
From the spirit, from the brain
From the love of Brother John Coltrane!
Then Jimmy Smith got funky with it
And preached a sermon not to Walk on the Wild Side
But ride with Wes Montgomery
Who played his best everyday in our life
As Shirley Scott's organ got hot
And she and Stanley set more funk free! (Stanley Turrentine)
As Ahmad Jamal played with renewed ability
To give our minds some Tranquility
So that we could listen to an in-soul depth
Brother Archie Shepp
As Jackie McLean broke on the scene
Blowing mean and harder
For everybody to listen to Betty Carter
As Sun Ra shined
And Cannonball's horn whined
Mercy! Mercy! Mercy!
So Sonny Stitt started piping it
And we couldn't get enough of brother Jack McDuff
As Freddie Hubbard began to bud
And we heard from Donald Byrd
And they'll be no others like the Ayter Brothers
Then Wayne Shorter grew taller
And our ship left dock with Herbie Hancock
As we rolled with Lee Morgan
And Grooved on Richard Holmes' organ
And then dug the soul of Art Tatum
Produce the sound that made him
As Rufus Harley blew an old new type bagpipe
That put the pants back on the man
An' Nina Simone groaned Mississippi Goddam!l
And Brother McCoy gave us peace and joy
As Elvin bought our freedom Jones down on us! (Elvin Jones)
Then Charles Lloyd filled the void
An' we watched Roland Kirk work!
And with a sigh of relief listened to Yusef Lateef
Blow in a flow of flurry's of peace from the east
As Pharaoh Sanders floated down the Nile with Brother Leon Thomas
To herald the promise of peace and happiness throughout the land!
All praises due to the Creator of the
Blackman!
Blackman!EmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_The%20Beatles_Chains.ttl,The Beatles,Chains,"[Chorus]
Chains, my baby's got me locked up in chains
And they ain't the kind that you can see
Whoa, these chains of love got a hold on me, yeah
Chains, well I can't break away from these chains
Can't run around, 'cause I'm not free
Whoa, oh, these chains of love won't let me be, yeah

[Verse 1]
I wanna tell you, pretty baby
I think you're fine
I'd like to love you
But, darlin', I'm imprisoned by these

[Chorus]
Chains, my baby's got me locked up in chains
And they ain't the kind that you can see
Whoa, oh, these chains of love got a hold on me, yeah

[Verse 2]
Please believe me when I tell you
Your lips are sweet
I'd like to kiss them
But I can't break away from all of these

[Chorus]
Chains, my baby's got me locked up in chains
And they ain't the kind that you can see
Whoa, oh, these chains of love got a hold on me, yeah
[Outro]
Chains, chains of love
Chains of love
Chains of love2EmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_The%20Beatles_Its%20Only%20Love.ttl,The Beatles,It’s Only Love,"[Verse 1]
I get high when I see you go by
My, oh, my
When you sigh, my, my inside just flies
Butterflies
Why am I so shy when I'm beside you?

[Chorus]
It's only love and that is all
Why should I feel the way I do?
It's only love, and that is all
But it's so hard loving you

[Verse 2]
Is it right that you and I should fight
Every night?
Just the sight of you makes nighttime bright
Very bright
Haven't I the right to make it up, girl?

[Chorus]
It's only love and that is all
Why should I feel the way I do?
It's only love, and that is all
But it's so hard loving you

[Outro]
Yes, it's so hard loving you, loving you"
output/rdf/genius/lyrics_The%20Beatles_Black%20Bird.ttl,Genius,January 2016 Album Release Calendar,"1/1
Boosie Badazz - In My Feelings. (Goin' Thru It) - 10/10
Famous Dex - Drippy - 11/11
Idle Empress - Idle Empress - 5/5
Krallice - Hyperion EP - 3/3
OG Maco - The Lord of Rage - 9/9
Rachel Platten - Wildfire - 13/13
Rebelle - Rebelle EP - 6/6
Rowdy Rebel - Shmoney Keeps Calling - 18/18
The Hunna - We Could Be - 3/3
1/2
Robb Bank$ - No Rooftops - 11/11
1/3
Shabazz PBG - Rush Hour - 1/5
1/4
Cozz - Nothin Personal - 13/13
Lady Leshurr - Queen's Speech EP - 6/6
1/5
White Spot - I Had The Best For A Little While - 7/7
1/6
Alexandria - Promise EP - 6/6
Allan Kingdom - Northern Lights - 13/13
Sybyr - RINJAGO - 13/15
1/7
Curtis Williams - Mister Lonely 2 - 9/9
Killstation - annihilation - 5/5
Kristinia DeBarge - Thinkin Out Loud - 8/8
Lil Tracy - Tracy World - 6/6
1/8
AudioDamn! - AudioDamn! EP - 4/4
Bob Margolin - My Road - 12/12
Conrad Sewell - All I Know - 6/6
Dave Malloy - Preludes (Original Cast Recording) - 15/15
David Bowie - Blackstar - 7/7
Exmortus - Ride Forth - 9/9
Grizfolk - Waking Up The Giants - 12/12
Hinds - Leave Me Alone - 12/12
Jan Lisiecki - Schumann - 8/8
KSIOlajideBT - Keep Up EP - 5/5
Lil Reese - 300 Degrezz - 11/11
Marshmello - Joytime - 10/10
Ron Pope - Ron Pope & the Nighthawks - 11/11
Sea Pinks - Soft Days - 11/11
The-Dream - Genesis - 10/10
The Grascals - And Then There's This... - 12/12
Villagers - Where Have You Been All My Life? - 12/12
1/9
Tapestry - Growth - 5/5
1/11
Safehaven - I'll See You in My Sleep - 6/6
1/12
Casey Mecija - Psychic Materials - 8/8
Fat Trel & ManeMane 4CGG - Finesse Gang - 10/10
Mike Stud - These Days - 10/10
1/13
Lostboycrow - Sigh For Me - 5/5
1/15
Anderson .Paak - Malibu - 16/16
Baaba Maal - The Traveller - 2/9
BANNERS - BANNERS EP - 5/5
Bloodiest - Bloodiest - 6/8
Brainstorm - Scary Creatures - 10/10
Brothers Osborne - Pawn Shop - 11/11
Celtic Woman - Destiny - 15/16
Charles Lloyd & The Marvels - I Long To See You - 10/10
Classified - Greatful - 16/16
Daughter - Not to Disappear - 10/10
Daz & Snoop - Cuzznz - 14/14
Dylan LeBlanc - Cautionary Tale - 10/10
Garrett Klahn - Garrett Klahn - 10/10
Guy Blakeslee - The Middle Sister - 6/6
Hank Williams Jr. - It's About Time - 12/12
Jesus Culture - Let It Echo (Live) - 12/12
Julia Brown - An Abundance of Strawberries - 13/13
Keys N Krates - Midnite Mass EP - 6/6
Kidz Bop Kids - Kidz Bop 31 - 15/15
Lecrae - Church Clothes 3 - 10/10
Lewis Del Mar - EP - 4/4
LSD and the Search for God - Heaven Is a Place- 4/5
Lycus - Chasms - 4/4
Majical Cloudz - Wait & See EP - 5/5
Mass Appeal - Rubble Kings (Original Music Inspired by the Documentary) - 13/13
Miloš Karadaglić - Blackbird: The Beatles Album - 15/15
Molly Drag - Tethered Rendering - 11/11
Mystery Jets - Curve of the Earth - 9/9
Opprobrium - Serpent Temptation - 12/12
Panic! At the Disco - Death Of A Bachelor - 11/11
Phall Fatale - Moonlit Bang Bang! - 11/12
Pham - Movements - 7/7
Raffi - Owl Singalong - 16/16
Randy Rogers Band - Nothing Shines Like Neon - 11/11
Ricky Dillon - GOLD - 10/10
The Reform Club - Never Yesterday - 12/12
The Temperance Movement - White Bear - 11/11
Three Cities - For the Price of One - 13/13
Torae - Entitled - 16/16
Tyga - Rawwest Nigga Alive - 16/16
Vocalosity - Vocalosity - 13/13
Wall - Wall EP - 4/4
Willamette - Diminished Composition - 9/9
Witchcraft - Nucleus - 10/10
1/16
ITSOKTOCRY - APHRODITE - 5/13
Lil Peep - California Girls - EP - 6/6
Meek Mill - 4/4 - 4/4
1/17
Cadell - Hotline - 10/10
Future - Purple Reign - 13/13
1/18
Migos - Young Rich Nigga$ 2 - 14/14
B.o.B. - FIRE - 9/9
RetcH - Lean & Neck - 13/13
1/19
Curren$y - The Owners Manual - 6/6
Elijah Blake - Blueberry Vapors - 10/10
J75 - I'm the J57 LP - 4/13
Mavis Staples - Livin' on a High Note - 12/12
Snow Roller - Another Step In Your Career Ladder - 4/4
1/20
Lil Tracy - Vampire Spendin' Money - 4/4
1/21
Rockie Fresh - The Night I Went To... - 13/13
1/22
Abbath - Abbath - 10/10
Agoraphobic Nosebleed - Arc - 3/3
Adrian Younge - Something About April II - 11/13
Alex Smoke - Love Over Will - 10/13
Alex Vargas - Giving Up the Ghost EP - 6/6
Aoife O'Donovan - In the Magic Hour - 10/10
Borknagar - Winter Thrice - 8/8
Cait Brennan - Debutante - 12/12
Chairlift - Moth - 10/10
Charlie Hilton - Palana - 12/12
Coasts - Coasts - 16/16
Conrad Keely - Original Machines - 24/24
Daniela Mercury - Virtual Vinyl - 2/15
Dickpunks - 29, - 6/6
Dust - Agony Planet - 13/13
Eleanor Friedberger - New View - 11/11
Eliot Sumner - Information - 12/12
Failure Anthem - First World Problems - 11/11
Green River Ordinance - Fifteen - 11/11
Half Japanese - Perfect - 13/13
Hans Zimmer - Kung Fu Panda 3 (Music from the Motion Picture) - 23/23
HONNE - Gone Are The Days - 7/7
Hoodie Allen - Happy Camper - 10/10
Jazz Funk Soul - More Serious Business - 10/10
Jesu/Sun Kil Moon - Jesu/Sun Kill Moon - 10/10
King Charles - Gamble for a Rose - 12/12
Like Torches - Shelter - 10/10
Megadeth - Dystopia - 15/15
Pop. 1280 - Paradise - 7/9
Promise & The Monster - Feed the Fire - 9/10
Regina Belle - The Day Life Began - 10/10
ROAM – Backbone - 12/12
Roly Porter - Third Law - 8/8
RÜFÜS DU SOL - Bloom - 11/11
Savages - Adore Life - 10/10
Shearwater - Jet Plane and Oxbow - 11/11
Sonya Kitchell - We Came Apart - 12/12
Steve Angello - Wild Youth - 13/13
Steven Wilson - 4 1/2 - 6/6
Suede - Night Thoughts - 12/12
Sweet Honey in the Rock - #LoveInEvolution - 7/14
Tank - Sex Love & Pain II - 12/12
The Besnard Lakes - A Coliseum Complex Museum - 5/8
The Cactus Blossoms - You're Dreaming - 11/11
The Casualties - Chaos Sound - 2/15
The High Llamas - Here Come the Rattling Trees - 16/16
The I Don't Cares - Wild Stab - 16/16
The London Suede - Night Thoughts - 12/12
Tindersticks - The Waiting Room - 11/11
Tortoise - The Catastrophist - 12/12
Trevor Moran - Alive EP - 5/5
Tricky - Skilled Mechanics - 12/13
Ty Segall - Emotional Mugger - 11/11
Various Artists - NOW That's What I Call Rock - 21/21
Various Artists - 2016 GRAMMY Nominees - 21/21
William McDowell - Sounds of Revival - 15/15
1/23
ITSOKTOCRY & Jimmy V - XXX UNRATED SEX TAPE - 0/3
1/26
Abi Reimold – Wriggling - 12/12
Wanderers - Metamorphosis - 7/7
1/27
2 Chainz - Felt Like Cappin - 6/6
Sybyr - Tales Of Reagr - 6/8
1/28
J. Cole - Forest Hills Drive: Live from Fayetteville, NC - 13/13
Massive Attack - Ritual Spirit - 4/4
PeeWee Longway - Mr. Blue Benjamin - 20/20
Rihanna - ANTi - 16/16
RYEOWOOK - 어린왕자 The Little Prince - The 1st Mini Album - EP - 6/6
1/29
Andy Jackson - 73 Days at Sea - 10/10
Anya Marina - Paper Plane - 12/12
Aubrie Sellers - New City Blues - 14/14
Avantasia - Ghostlights - 13/13
Basement -  Promise Everything  - 10/10
Benji Hughes - Songs in the Key of Animals - 12/12
Bill Frisell - When You Wish Upon a Star - 16/16
Black Tusk - Pillars of Ash - 11/11
Bloc Party - HYMNS - 15/15
Buddy Miller - Cayamo Sessions At Sea - 11/11
Bury Tomorrow - Earthbound - 10/10
Casey Abrams & the Gingerbread Band - Tales From the Gingerbread House - 5/5
Cavo - Bridges - 12/12
Charlie Puth - Nine Track Mind - 14/14
Chthe'ilist - Le dernier crépuscule - 7/7
Dianna Corcoran - In America - 12/12
Dream Theater - The Astonishing - 34/34
Emily Wells - Promise - 11/11
Florist – The Birds Outside Sang - 11/11
Harriet - American Appetite - 12/12
John Dahlbäck - Saga - 15/15
Karsh Kale - Up - 11/11
Kevin Gates - Islah - 15/15
LASER - Night Driver - 7/7
Allegiance Original Broadway Cast - Allegiance (Original Broadway Cast Recording) - 26/26
Milk Teeth - Vile Child - 12/12
Miranda Lee Richards - Echoes of the Dreamtime - 8/8
Money - Suicide Songs - 9/9
Night Beats - Who Sold My Generation? - 11/12
Pablo Nouvelle - All I Need - 15/15
Peppermint Heaven - Precious Things - 11/11
Phil Collins - Face Value (Deluxe) - 24/24
POP ETC - Souvenir - 10/10
Primal Fear - Rulebreaker - 12/12
Resurrection Kings - Resurrection Kings - 11/11
September Stories - Unopened Letter - 7/7
Serenity - Codex Atlanticus - 11/11
Sia - This Is Acting - 14/14
Sierra Hull - Weighted Mind - 12/12
Simo - Let Love Show the Way - 13/13
St. Lucia - Matter - 11/11
Tedeschi Trucks Band - Let Me Get By - 18/18
The Crookes - Lucky Ones - 10/10
Toothgrinder - Nocturnal Masquerade - 1/12
Tori Kelly - Unbreakable Smile (Re-Issue) - 21/21
Tuff Love - Resort - 15/15
Turin Brakes - Lost Property - 11/11
Various Artists - Ultra Dance 2016 - 23/24
Various Artists - WOW Gospel 2016 - 30/30
Walking On Cars - Everything This Way - 12/12
Walter Martin - Arts & Leisure - 11/11
Wet - Don't You - 11/11
Wolfgang Gartner - 10 Ways to Steal Home Plate - 10/10
Yanni - Sensuous Chill - 17/17
1/30
ITSOKTOCRY - DIRTY TALK - 6/12
Joey Trap - Kloud Gang Vol. 1 - 0/17
Meek Mill - 4/4 Pt. 2 - 4/4
1/31
TŸSHE - No Dreams - 7/72EmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_The%20Beatles_Savoy%20Truffle.ttl,The Beatles,Savoy Truffle,"[Verse 1]
Creme tangerine and Montelimar
A ginger sling with a pineapple heart
Coffee dessert, yes, you know it's good news
But you'll have to have them all pulled out
After the Savoy truffle

[Verse 2]
Cool cherry cream, nice apple tart
I feel your taste all the time we're apart
Coconut fudge - really blows down those blues (woo!)
But you'll have to have them all pulled out
After the Savoy truffle

[Bridge 1]
You might not feel it now
But when the pain cuts through
You're going to know and how
The sweat is going to fill your head
When it becomes too much
You'll shout aloud

[Guitar Solo]

[Refrain]
But you'll have to have them all pulled out
After the Savoy truffle
[Bridge 2]
You know that what you eat you are
But what is sweet now, turns so sour
We all know Ob-La-Di-Bla-Da
But can you show me, where you are?

[Verse 1]
Creme tangerine and Montelimar
A ginger sling with a pineapple heart
Coffee dessert, yes, you know it's good news (woo!)
But you'll have to have them all pulled out
After the Savoy truffle

[Outro]
Yes, you'll have to have them all pulled out
After the Savoy truffle1EmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_Hes%20Funny%20That%20Way_Billie%20Holiday.ttl,Billie Holiday,He’s Funny That Way,"I'm not much to look at
Nothing to see
Just glad I'm living
And lucky to be
I've got a man crazy for me
He's funny that way

I can't save a dollar
Ain't worth a cent
He doesn't hollar
He'd live in a tent
I've got that man crazy for me
He's funny that way

Though he loves to work
And slave for me everyday
He'd be so much better off
If I went away
But why should I leave him
Why should I go
He'd be unhappy without me I know
I've got that man mad about me
He's funny that way

Never had nothing
No one to care
That's why I seem to have
More than my share
I've got a man crazy for me
He's funny that way
When I hurt his feelings
Once in a while
His only answer is one little smile
I've got a man crazy for me
He's funny that way

I can see no other way
And no better plan
End it all and let him go
To some better gal
But I'm only human
A coward at best
I'm more than certain
He'd follow me West
I've got a man crazy for me
He's funny that way1EmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_These%20Foolish%20Things_Billie%20Holiday.ttl,Billie Holiday,These Foolish Things,"A cigarette that bares a lipstick's traces
An airline ticket to romantic places
Still my heart has wings
These foolish things remind me of you
A tinkling piano in the next apartment
Those stumblin' words
That told you what my heart meant
A fair ground painted swings
These foolish things remind me of you

You came, you saw, you conquered me
When you did that to me
I knew somehow this had to be
The winds of march that made my heart a dancer
A telephone that rings but who's to answer
Oh, how the ghost of you clings
These foolish things remind me of you

How strange
How sweet
To find you still
These things are dear to me
They seem to bring you near to me
The scent of smouldering leaves the wail of steamers
Two lovers on the street who walk like dreamers
Oh how the ghost of you clings
These foolish things
Remind me of youEmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_Dexter%20Rides%20Again_Dexter%20Gordon.ttl,Kevin Smith,Jay and Silent Bob Strike Back (script),"JAY AND SILENT BOB STRIKE BACK

Screenplay by

Kevin Smith



OVER BLACK WE SEE:

CHYRON

A long time ago, in front of a convenience store far, far
away--

EXT. QUICK STOP YEARS AGO--DAY

We FADE IN on the block of stores (Quick Stop/RST), from
sometime ago, In fact, RST isn't RST; it's THE RECORD RACK --
a 45's store with head shop paraphernalia in the window. A
white-trash MOTHER (maybe seventeen) wearing a baseball cap
comes into frame carrying a chubby BABY. The Baby wears an
oversized t-shirt under what looks like a little bathrobe,
and messily eats a CHOCOLATE BAR. There are food stamps in
the Mother's hands.
MOTHER
Bobby-Boy stay here while mommy picks
up the free cheese, 'kay?

She looks up at the bright sun, shielding her eyes slightly,
then looks back at the baby on the ground. She takes off her
baseball cap and places it on the baby.

MOTHER
This'll keep the sun out of your
eyes. You be good now.

She walks away, leaving the baby sitting against the wall.
With the backwards baseball cap and the chocolate around his
mouth forming something that resembles a beard, the kid looks
kind of familiar.

Then, another MOTHER (also very young) decked out in a KISS
concert shirt from years gone by and huge, feathered hair
enters, with a black skullcap wearing BABY slung at her hip.
She sees the first Baby, sitting against the wall and sets
her Baby down beside him.

MOTHER
Don't fucking move, you little shit-
machine. Mommy's gonna try to score.
A PASSERBY enters, heading toward the convenience store. He
takes note of the Babies and the Mother heading into the
record store, and then stops and addresses her, disgusted.

PASSERBY
Excuse me--who's watching these
babies?

MOTHER
The fat one's watching the little
one.

PASSERBY
Oh, nice parenting.
(walking away)
Leave'em out here like that and see
what happens.

The Passerby walks away. The Mother flips him the bird.

MOTHER
FUCK YOU, YOU FUCKING SQUARE!

PASSERBY
(waving her off)
Ah, keep on truckin'.
MOTHER
(to baby)
D'jou hear the crazy fuck tellin' me
how to fuckin' raise you?
Motherfucker, man! Who's he fucking
think he is? What's the worse fuckin'
thing could happen to you sitting
outside the fuckin' stores? Fuck!

The door closes, and the Babies sit there quietly for a beat.
Then, they look at each other. The larger one says nothing.
The smaller one says--

BABY
Fuck, fuck, fuck...

DISSOLVE TO:

THE PRESENT

JAY and SILENT BOB stand where the Babies sat. The Record
Rack is now RST VIDEO.

Jay is mid-chant.

JAY
(as a chant)
--fuck, fuck, fuck, mother-mother
fuck, mother-mother fuck-fuck! Mother-
fuck-, mother-fuck, mother-fuck,
noinch, noinch, noinch, smoking weed,
smoking weed, doing coke, drinking
beers!  Drinking beers, beers, beers,
rolling fatties, smoking blunts! Who
smokes the blunts? We smoke the
blunts!

A pair of TEENS approach them.

TEEN 1
Lemme get a nickel bag.

JAY
Fifteen bucks, little man. Put that
shit in my hand. If the money does
not show, then you owe-me-owe-me-
owe.
(changing up to Morris
Day)
My Jungle Love! Yes, Oh-we-oh-we-oh!
I think I want to know ya', know ya'--

TEEN 1
(digging in pockets)
What the hell are you singing?

JAY
You don't know ""Jungle Love""? That
shit is the mad notes. Written by
God Herself and handed down to the
world's greatest band--the
motherfucking Time.

TEEN 2
The guys in that Prince movie?

TEEN 1
Purple Rain.

TEEN 2
Man, that shit was so gay--fucking
eighties style.

Jay suddenly grabs the kid by the throat, throwing him against
the wall.

JAY
Bitch, don't you NEVER say an unkind
word about The Time! Me and Silent
Bob modeled our whole fucking lives
after Morris Day and Jerome! I'm a
smooth pimp who loves the pussy, and
Tubby here's my black manservant!

Just then, RANDAL exits the video store, locking the door
behind him.

RANDAL
What'd I tell you two about dealing
in front of the store? Drop the kid
and peddle your wares someplace else,
burn-boy.
(walking away)
And for the record, The Time sucked
ass.

He exits. Jay, Silent Bob, and the Teens watch him go. After
a beat--

JAY
Yo-youse guys wanna hear something
fucked up about him and the Quick
Stop guy?

INT. QUICK STOP-DAY

Randal joins Dante behind the counter. Dante rings up a
customer, a half-eaten submarine sandwich sitting on the
counter. Randal grabs it, takes a bite, and starts reading a
newspaper.

RANDAL
Hey, can't we do something about
those two stoners hanging around
outside all the time?

DANTE
Why? What'd they do now?

RANDAL
I'm trying to watch Clash of the
Titans, and all I can hear is the
two them screaming about Morris Day
at the top of their lungs.

DANTE
I thought the fat one didn't really
talk much.

RANDAL
What, am I producing an A&E Biography
about 'em? I'm just saying they
shouldn't be loitering around the
stores like they do.

DANTE
Neither should you, but we let you
stay.

RANDAL
See, man--if you were funnier than
that, ABC never would've canceled
us.

DANTE
What?

RANDAL
Nothing.

Enter Teen 1 and Teen 2, chuckling.

TEEN 1
Two packs of Wraps.
(beat)
Yo--how was the service?

RANDAL
What service?

TEEN 2
The one at the Unitarian church where
you two got married to each other
last week.

RANDAL
What the hell are you talking about?

TEEN 1
Jay said you had a Star-Wars--themed
wedding and you guys tied the knot
dressed like storm troopers.

TEEN 2
Yeah. And he said you're the bitch
and you're the butch. Oh, sorry--the
Leia and the Luke.

DANTE
I'm the bitch?!

RANDAL
Well if we were gay, that's how I'd
see it.

DANTE
Would you shut up?!

TEEN 1
(to TEEN 2)
Holy shit, dude. The honeymoon's
over.

DANTE
We're not married to each other.

TEEN 1
Well, sure. Not in the eyes of the
state or any real church, Skywalker.

RANDAL
(heading for the phone)
That does it. I'm gonna do something
about those two. I shoulda done a
long time ago

TEEN 2
In a galaxy far, far away!

TEEN 1
(exiting)
May the Foreskin be with you. Hand
Jabba the Hutt.

RANDAL
(into phone)
Yeah, I want to report a couple of
drug dealers out in front of the
Quick Stop.

EXT. QUICK STOP--DAY

Jay and Silent Bob are thrown against the wall outside by a
COP, who frisks them.

JAY
What the Fuck, Serpico? What'd we
do?

COP
We got a report that two guys were
hanging around outside the stores,
selling pot?

JAY
We don't smoke pot, yo.

Teen 1 enters and hands Jay rolling papers.

TEEN 1
Here're the rolling papers you wanted
for your pot. And your change. Thanks.
(getting in Jay's
face)
And The Time sucks ass!

Teen 1 races off. Jay and Bob move to follow, but the Cop
stops them, grabbing the rolling papers out of Jay's hand.
He eyeballs the pair.

COP
No pot, hunh? What do you need this
for?

JAY
