file,artist,title,lyrics
output/rdf/songfacts/I_Want_It_All.ttl,Queen,I Want It All,"Adventure seeker on an empty street
Just an alley creeper, light on his feet
A young fighter screaming, with no time for doubt
With the pain and anger can't see a way out
It ain't much I'm asking, I heard him say
Gotta find me a future move out of my way
I want it all, I want it all, I want it all, and I want it now
I want it all, I want it all, I want it all, and I want it now

Listen all you people, come gather round
I gotta get me a game plan, gotta shake you to the ground
But just give me, huh, what I know is mine
People do you hear me, just gimme the sign
It ain't much I'm asking, if you want the truth
Here's to the future for the dreams of youth

I want it all (give it all I want it all)
I want it all (yeah)
I want it all and I want it now

I want it all (yes I want it all)
I want it all hey
I want it all and I want it now

I'm a man with a one track mind
So much to do in one lifetime (people do you hear me)
Not a man for compromise and where's and why's and living lies
So I'm living it all, yes I'm living it all
And I'm giving it all, and I'm giving it all
Oh oh yeah yeah ha ha ha ha ha
Yeah yeah yeah yeah
I want it all

It ain't much I'm asking, if you want the truth
Here's to the future
Hear the cry of youth (hear the cry of youth) (hear the cry of youth)
I want it all, I want it all, I want it all and I want it now

I want it all yeah yeah yeah
I want it all, I want it all and I want it now
Oh oh oh oh oh

And I want it (now)
I want it, I want it
Oh ha
                                                  
                                                  Writer/s: Roger Taylor, John Deacon, Brian May, Freddie Mercury 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Seven_Seas_Of_Rhye.ttl,Queen,Seven Seas Of Rhye,"Fear me you Lords and lady preachers
I descend upon your earth from the skies
I command your very souls you unbelievers
Bring before me what is mine
The seven seas of Rhye

Fear me you Lords and privy councilors
I stand before you naked to the eyes
I will destroy any man who dares abuse my trust
Bring before me what is mine
At the seven seas of Rhye

Sister I live and lie for you
Mister do and I'll die
You are mine I possess you
Belong to you forever, ever, ever
                                                  
                                                  Writer/s: FREDDIE MERCURY 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Fat_Bottomed_Girls.ttl,Queen,Fat Bottomed Girls,"Oh, are you gonna take me home tonight?
Oh, down beside that red firelight
Oh, are you gonna let it all hang out?
Fat bottomed girls, you make the rocking world go 'round

Hey
I was just a skinny lad
Never knew no good from bad
But I knew life before I left my nursery, huh
Left alone with big fat Fanny
She was such a naughty nanny
Heap big woman, you made a bad boy out of me

Hey hey
I've been singing with my band
Across the wire, across the land
I seen every blue eyed floozy on the way, hey
But their beauty and their style
Went kind of smooth after a while
Take me to them dirty ladies every time

C'mon
Oh, won't you take me home tonight?
Oh, down beside your red firelight
Oh, and you give it all you got
Fat bottomed girls, you make the rocking world go 'round
Fat bottomed girls, you make the rocking world go 'round

Hey, listen here
Now I got mortgages on homes
I got stiffness in my bones
Ain't no beauty queens in this locality, I tell you
Oh, but I still get my pleasure
Still got my greatest treasure
Heap big woman, you done made a big man of me

Now, get this
Oh, (I know)
You gonna take me home tonight? (please)
Oh, down beside that red firelight
Oh, are you gonna let it all hang out?
Fat bottomed girls, you make the rocking world go 'round, yeah
Fat bottomed girls, you make the rocking world go 'round

Get on your bikes and ride
Ooh yeah, oh yeah, them fat bottomed girls
Fat bottomed girls
Yeah yeah yeah
Alright, ride 'em, come on
Fat bottomed girls, yes yes
                                                  
                                                  Writer/s: Brian Harold May 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Crazy_Little_Thing_Called_Love.ttl,Queen,Crazy Little Thing Called Love,"This thing called love, I just can't handle it
This thing called love, I must get round to it
I ain't ready
Crazy little thing called love

This thing (this thing)
Called love (called love)
It cries (like a baby)
In a cradle all night
It swings (woo woo)
It jives (woo woo)
It shakes all over like a jelly fish
I kinda like it
Crazy little thing called love

There goes my baby
She knows how to rock 'n' roll
She drives me crazy
She gives me hot and cold fever
Then she leaves me in a cool cool sweat

I gotta be cool, relax, get hip
And get on my track's
Take a back seat, hitch-hike
And take a long ride on my motorbike
Until I'm ready
Crazy little thing called love

I gotta be cool, relax, get hip
And get on my track's
Take a back seat (ah hum), hitch-hike (ah hum)
And take a long ride on my motorbike
Until I'm ready (ready Freddie)
Crazy little thing called love

This thing called love, I just can't handle it
This thing called love, I must get round to it
I ain't ready
Ooh ooh ooh ooh

Crazy little thing called love
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
Crazy little thing called love, yeah, yeah
                                                  
                                                  Writer/s: Freddie Mercury 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/We_Will_Rock_You.ttl,Queen,We Will Rock You,"Buddy, you're a boy, make a big noise
Playing in the street, gonna be a big man someday
You got mud on your face, you big disgrace
Kicking your can all over the place, singin'

We will, we will rock you
We will, we will rock you

Buddy, you're a young man, hard man
Shouting in the street, gonna take on the world someday
You got blood on your face, you big disgrace
Waving your banner all over the place

We will, we will rock you, sing it!
We will, we will rock you, yeah

Buddy, you're an old man, poor man
Pleading with your eyes, gonna get you some peace someday
You got mud on your face, big disgrace
Somebody better put you back into your place, do it!

We will, we will rock you, yeah, yeah, come on
We will, we will rock you, alright, louder!
We will, we will rock you, one more time
We will, we will rock you
Yeah
                                                  
                                                  Writer/s: Brian Harold May 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Somebody_To_Love.ttl,Queen,Somebody To Love,"Each morning I get up I die a little
Can barely stand on my feet (take a look at yourself)
Take a look in the mirror and cry
Lord, what you're doing to me
I have spent all my years in believing you
But I just can't get no relief, Lord 
Somebody uh (somebody) somebody (somebody)
Can anybody find me somebody to love? 

I work (he works hard) hard every day of my life
I work 'til I ache my bones
At the end (at the end of the day) I take home my hard earned pay all on my own 
I go down on my knees
And I start to pray (praise the Lord)
'Til the tears run down from my eyes
Lord, somebody uh (somebody) somebody (somebody)
Can anybody find me somebody to love? 

(He works hard) everyday (everyday)
I try and I try and I try
But everybody wants to put me down
They say I'm goin' crazy
They say I got a lot of water in my brain
I got no common sense
I got nobody left to believe
Yeah, yeah, yeah, yeah, yeah

Oh, Lord
Somebody uh (somebody) somebody (somebody)
Can anybody find me somebody to love? 

(Can anybody find me somebody to love?)
Got no feel, I got no rhythm
I just keep losing my beat
I'm alright, I'm alright (he's alright)
I ain't gonna face no defeat
I just gotta get out of this prison cell
Someday I'm gonna be free, Lord

Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
Somebody (somebody) somebody (somebody)
Somebody find me, somebody find me somebody to love 
Can anybody find me 
Somebody to come on, love, yeah

Find me somebody to love
Find me somebody to love
Find me somebody, somebody, somebody to love (find me somebody to love)
Find me, find me, find me, find me uh somebody to love
Find me somebody to love
Find me somebody to love (anybody, anywhere)
Somebody, somebody to love yeah yeah oh (find me somebody to love)
                                                  
                                                  Writer/s: Freddie Mercury 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Another_One_Bites_The_Dust.ttl,Queen,Another One Bites The Dust,"Oh, let's go

Steve walks warily down the street
With the brim pulled way down low
Ain't no sound but the sound of his feet,
Machine guns ready to go

Are you ready, hey, are you ready for this? 
Are you hanging on the edge of your seat? 
Out of the doorway the bullets rip
To the sound of the beat

Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust
Hey, I'm gonna get you, too
Another one bites the dust

How do you think I'm going to get along
Without you when you're gone? 
You took me for everything that I had
And kicked me out on my own

Are you happy, are you satisfied? 
How long can you stand the heat? 
Out of the doorway the bullets rip
To the sound of the beat

Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust
Hey, I'm gonna get you, too
Another one bites the dust

Hey
Oh take it
Bite the dust
Bite the dust
Hey
Another one bites the dust
Another one bites the dust oww
Another one bites the dust hey hey
Another one bites the dust eh eh

Oh shooter
There are plenty of ways that you can hurt a man
And bring him to the ground
You can beat him, you can cheat him
You can treat him bad and leave him when he's down

But I'm ready, yes, I'm ready for you
I'm standing on my own two feet
Out of the doorway the bullets rip
Repeating to the sound of the beat oh yeah

Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust
Hey, I'm gonna get you, too
Another one bites the dust

Oh shooter hey hey, all right
                                                  
                                                  Writer/s: John Richard Deacon 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/One_Vision.ttl,Queen,One Vision,"God works in mysterious ways, mysterious ways
Hey, one man one goal ha, one mission
One heart one soul just one solution
One flash of light yeah, one God, One vision

One flesh one bone
One true religion
One voice one hope
One real decision
Wowowowowowo gimme one vision
Hey

No wrong no right
I'm gonna tell you there's no black and no white
No blood no stain
All we need is one world wide vision

One flesh, One bone
One true religion
One race, One hope
One real decision
Wowowowowo woh yeah oh yeah oh yeah

I had a dream
When I was young
A dream of sweet illusion
A glimpse of hope and unity
And visions of one sweet union
But a cold wind blows
And a dark rain falls
And in my heart it shows
Look what they've done to my dream, yeah

One vision
So give me your hands
Give me your hearts
I'm ready
There's only one direction
One world one nation
Yeah one vision

No hate, No fight
Just excitation
All through the night
It's a celebration
Wowowowowowo yeah
One one one one one one one
One vision hey one vision one vision one vision one vision

One flesh, One bone
One true religion
One voice, One hope
One real decision

Gimme one light, yeah
Gimme one hope, hey
Just gimme, ha
One man one man
One bar one night
One day hey hey
Just gimme gimme gimme gimme
Fried chicken vision vision vision vision vision
                                                  
                                                  
                                                  
                                                  
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/These_Are_The_Days_Of_Our_Lives.ttl,Queen,These Are The Days Of Our Lives,"Sometimes I get to feelin'
I was back in the old days, long ago
When we were kids, when we were young
Things seemed so perfect, you know?
The days were endless, we were crazy, we were young
The sun was always shinin', we just lived for fun
Sometimes it seems like lately, I just don't know
The rest of my life's been, just a show

Those are the days of our lives
The bad things in life were so few
Those days are all gone now but one thing is true
When I look and I find I still love you
You can't turn back the clock, you can't turn back the tide
Ain't that a shame?
Ooh, I'd like to go back one time on a roller coaster ride
When life was just a game
No use in sitting and thinkin' on what you did
When you can lay back and enjoy it through your kids
Sometimes it seems like lately, I just don't know
Better sit back and go, with the flow

These are the days of our lives
They've flown in the swiftness of time
These days are all gone now but some things remain
When I look and I find, no change

Those were the days of our lives, yeah
The bad things in life were so few
Those days are all gone now but one thing's still true
When I look and I find, I still love you
I still love you
                                                  
                                                  Writer/s: BRIAN MAY, FREDDIE MERCURY, JOHN DEACON, ROGER TAYLOR 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Under_Pressure.ttl,Queen,Under Pressure,"Mmm num ba de
Dum bum ba be
Doo buh dum ba beh beh

Pressure pushing down on me
Pressing down on you, no man ask for
Under pressure that burns a building down
Splits a family in two
Puts people on streets

Um ba ba be
Um ba ba be
De day da
Ee day da, that's okay

It's the terror of knowing what the world is about
Watching some good friends screaming, ""Let me out""
Pray tomorrow gets me higher
Pressure on people, people on streets

Day day de mm hm
Da da da ba ba
Okay
Chipping around, kick my brains around the floor
These are the days it never rains but it pours
Ee do ba be
Ee da ba ba ba
Um bo bo
Be lap
People on streets
Ee da de da de
People on streets
Ee da de da de da de da

It's the terror of knowing what the world is about
Watching some good friends screaming, ""Let me out""
Pray tomorrow gets me higher, high
Pressure on people, people on streets

Turned away from it all like a blind man
Sat on a fence but it don't work
Keep coming up with love but it's so slashed and torn
Why, why, why?
Love, love, love, love, love
Insanity laughs under pressure we're breaking

Can't we give ourselves one more chance?
Why can't we give love that one more chance?
Why can't we give love, give love, give love, give love
Give love, give love, give love, give love, give love?

'Cause love's such an old fashioned word
And love dares you to care for
The people on the edge of the night
And love dares you to change our way of
Caring about ourselves
This is our last dance
This is our last dance
This is ourselves

Under pressure
Under pressure
Pressure
                                                  
                                                  Writer/s: David Bowie, John Richard Deacon, Brian Harold May, Freddie Mercury, Roger Meddows Taylor 

                                                   Publisher: Sony/ATV Music Publishing LLC, TINTORETTO MUSIC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Now_I'm_Here.ttl,Queen,Now I'm Here,"Here I stand (here I stand)
Looked around, around, around, around, around
But you won't see me (but you won't see me)

Now I'm here (now I'm here)
Now I'm there (now I'm there)
I'm just a
Just a new man
Yes, you made me live again
Yeah!

A baby I was when you took my hand
The light of the night burned bright
The people all stared didn't understand
But you knew my name on sight

Ooh, whatever came of you and me
America's new bride to be
Don't worry babe, I'm safe and sound
Down in the dungeon just peaches and me

Don't I love you so
Yes, you made me live again
Come on! Everybody!

Yeah, ooh, a thin moon me in a smoke-screen sky
Where beams of your lovelight chase
Don't move, don't speak, don't feel no pain
With the rain running down my face

Your matches still light up the sky
And many a tear lives on in my eye

Down in the city just Hoople and me
Alright

Come on!

Whatever comes of you and me
I'd love to leave my memory with you

Now I'm here (now I'm here)
Think I'll stay around, around, around, around
Down in the city justa you and me

Aw yeah!
                                                  
                                                  Writer/s: Brian May 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Bohemian_Rhapsody.ttl,Queen,Bohemian Rhapsody,"Is this the real life?
Is this just fantasy?
Caught in a landslide
No escape from reality
Open your eyes
Look up to the skies and see
I'm just a poor boy
I need no sympathy
Because I'm easy come, easy go
Little high, little low
Any way the wind blows doesn't really matter to me, to me

Mama, just killed a man
Put a gun against his head
Pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away

Mama, ooh
Didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on
As if nothing really matters

Too late, my time has come
Sends shivers down my spine
Body's aching all the time
Goodbye everybody, I've got to go
Gotta leave you all behind and face the truth

Mama, ooh (any way the wind blows)
I don't wanna die
I sometimes wish I'd never been born at all

I see a little silhouetto of a man
Scaramouche, Scaramouche, will you do the Fandango?
Thunderbolt and lightning very very frightening me
Gallileo, Gallileo
Gallileo, Gallileo
Gallileo Figaro, magnifico
I'm just a poor boy, nobody loves me
He's just a poor boy from a poor family
Spare him his life from this monstrosity
Easy come easy go, will you let me go?
Bismillah! No, we will not let you go (let him go)
Bismillah! We will not let you go (let him go)
Bismillah! We will not let you go (let me go)
Will not let you go (let me go)
Never, never, never, never let me go
No, no, no, no, no, no, no
Oh, mama mia, mama mia
Mama mia, let me go
Beelzebub has a devil put aside for me
For me
For me

So you think you can stone me and spit in my eye?
So you think you can love me and leave me to die?
Oh, baby
Can't do this to me, baby
Just gotta get out, just gotta get right outta here

Ooooh, ooh yeah, ooh yeah

Nothing really matters
Anyone can see
Nothing really matters
Nothing really matters to me

Any way the wind blows
                                                  
                                                  Writer/s: Freddie Mercury 

                                                   Publisher: Sony/ATV Music Publishing LLC, Tratore, Publishing Test Account

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/You're_My_Best_Friend.ttl,Queen,You're My Best Friend,"Ooh, you make me live
Whatever this world can give to me
It's you you're all I see
Ooh, you make me live now honey
Ooh, you make me live

Oh, you're the best friend that I ever had
I've been with you such a long time
You're my sunshine and I want you to know
That my feelings are true
I really love you
Oh, you're my best friend

Ooh, you make me live

Ooh, I've been wandering 'round
But I still come back to you
In rain or shine
You've stood by me girl
I'm happy at home
You're my best friend

Ooh, you make me live
Whenever this world is cruel to me
I got you to help me forgive
Ooh, you make me live now honey
Ooh, you make me live

You're the first one
When things turn out bad
You know I'll never be lonely
You're my only one
And I love the things
I really love the things that you do
Oh, you're my best friend

Ooh, you make me live

I'm happy at home
You're my best friend
Oh, you're my best friend
Ooh, you make me live
You're my best friend
                                                  
                                                  Writer/s: John Deacon 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/I'm_Going_Slightly_Mad.ttl,Queen,I'm Going Slightly Mad,"When the outside temperature rises
And the meaning is oh so clear
One thousand and one yellow daffodils
Begin to dance in front of you, oh dear
Are they trying to tell you something?
You're missing that one final screw
You're simply not in the pink my dear
To be honest you haven't got a clue
I'm going slightly mad
I'm going slightly mad
It finally happened, happened
It finally happened, ooh woh
It finally happened, I'm slightly mad
Oh dear 

I'm one card short of a full deck
I'm not quite the shilling
One wave short of a shipwreck
I'm not my usual top billing
I'm coming down with a fever
I'm really out to sea
This kettle is boiling over
I think I'm a banana tree
Oh dear
I'm going slightly mad
I'm going slightly mad (I'm going slightly mad)
It finally happened, happened
It finally happened, uh huh
It finally happened, I'm slightly mad
Oh dear

Uh uh ah ah
Uh uh ah ah

I'm knitting with only one needle
Unraveling fast it's true
I'm driving only three wheels these days
But my dear, how about you?
I'm going slightly mad
I'm going slightly mad
It finally happened
It finally happened, oh yes
It finally happened
I'm slightly mad
Just very slightly mad
And there you have it
                                                  
                                                  Writer/s: JOHN DEACON, BRIAN MAY, FREDDIE MERCURY, SHAYE SMITH, MARK SPRINGER, MARK ALAN SPRINGER, ROGER TAYLOR 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Who_Wants_To_Live_Forever.ttl,Queen,Who Wants To Live Forever,"There's no time for us.
There's no place for us.
What is this thing that builds our dreams, yet slips away from us?

*Who wants to live forever?(x2)

There's no chance for us.
It's all decided for us.
This world has only one sweet moment set aside for us.

*

Who dares to love forever?
When love must die.

But touch my tears with your lips.
Touch my woe with your fingertips.

And we can have forever.
And we can love forever.
Forever is our today.

*

Forever is our today.
Who waits forever anyway?
                                                  
                                                  
                                                  
                                                  
                                                  
                                                  
                                                  
                                                  "
